No. 1s,Fecha,INICIO,FINAL,TIEMPO DE PARO,CAUSA (DIGITAR EN MAYUSCULAS),PROCESO,HORAS TOTAL (H),Codigo ubicación tecnica,Tipo Paro,Imputación,AREA,PROCESO2,CLASE,NOMBRE RCA,AREA2,MES,AÑO
1,2022-03-08,11:23:00,11:33:00,00:10:00,FALLA DEL QCX DE LABORATORIO,TRITURADORA,0.1666666666666674,IA01-211,EXTERNO,Sin Imputacion,Sin Area,No Especificado,Sin Clase,FALLA DEL QCX DE LABORATORIO,TRITURADORA,marzo,2022
1,2022-03-08,17:00:00,17:30:00,00:30:00,DESALINEAMIENTO DOSIFICADORA DE MEZCLA 321BP01,CRUDO,0.4999999999999982,EC01-321-BP01-C01,MECANICO,Sin Imputacion,MTTO MECANICO,MANTENIMIENTO,PNP,DESALINEAMIENTO DOSIFICADORA DE MEZCLA 321BP01,CRUDO,marzo,2022
1,2022-03-08,18:41:00,21:32:00,02:51:00,TOLVAS LLENAS,CARBON,2.8500000000000005,EC01-L61,EXTERNO,Sin Imputacion,Sin Area,No Especificado,Sin Clase,TOLVAS LLENAS,CARBON,marzo,2022
1,2022-03-08,22:54:00,23:59:00,01:05:00,PARADA PROGRAMADA DE PRODUCCION,TRITURADORA,1.0833333333333348,IA01-211,PROGRAMA DE PRODUCCION,Sin Imputacion,PROCESO,PROCESO,PP PROCESO,PARADA PROGRAMADA DE PRODUCCION,TRITURADORA,marzo,2022
1,2022-03-08,19:42:00,20:16:00,00:34:00,"ATASQUE DE LA ROTATORIA DE ALIMENTACIÓN 361VR01, CON MATERIAL",CRUDO,0.5666666666666673,EC01-361-VR01,MINA,Sin Imputacion,PROCESO,PROCESO,EXTERNO,"ATASQUE DE LA ROTATORIA DE ALIMENTACIÓN 361VR01, CON MATERIAL",CRUDO,marzo,2022
1,2022-03-08,19:53:00,20:00:00,00:07:00,ALTA PRESION DIFERENCIAL EN EL FILTRO,HORNO,0.11666666666666892,EC01-421-FT01,OPERACION,Sin Imputacion,PROCESO,PROCESO,PROCESO,ALTA PRESION DIFERENCIAL EN EL FILTRO,HORNO,marzo,2022
1,2022-03-08,05:30:00,05:36:00,00:06:00,PARO POR DOSIFICACIÓN CALIZA.,CEMENTO,0.09999999999999964,EC01-521,OPERACION,Sin Imputacion,PROCESO,PROCESO,PROCESO,PARO POR DOSIFICACIÓN CALIZA.,CEMENTO,marzo,2022
1,2022-03-09,00:28:00,01:22:00,00:54:00,DESALINEAMIENTO DOSIFICADORA DE MEZCLA 321BP01,CRUDO,0.8999999999999999,EC01-321-BP01,MECANICO,Sin Imputacion,MECANICO,MANTENIMIENTO,PNP,DESALINEAMIENTO DOSIFICADORA DE MEZCLA 321BP01,CRUDO,marzo,2022
1,2022-03-09,02:44:00,03:16:00,00:32:00,"ATASQUE DE LA ROTATORIA DE ALIMENTACIÓN 361VR01, CON MATERIAL",CRUDO,0.5333333333333331,EC01-361-VR01,MINA,Sin Imputacion,PROCESO,PROCESO,EXTERNO,"ATASQUE DE LA ROTATORIA DE ALIMENTACIÓN 361VR01, CON MATERIAL",CRUDO,marzo,2022
1,2022-03-09,04:18:00,04:33:00,00:15:00,BAJO FLUJO DE CALIZA ,CEMENTO,0.24999999999999978,EC01-561,OPERACION,Sin Imputacion,PROCESO,PROCESO,PROCESO,BAJO FLUJO DE CALIZA ,CEMENTO,marzo,2022
0,2022-03-09,00:00:00,08:08:00,08:08:00,PARADA PROGRAMADA DE PRODUCCION,TRITURADORA,8.133333333333333,IA01-211,PROGRAMA DE PRODUCCION,Sin Imputacion,PROCESO,PROCESO,PP PROCESO,PARADA PROGRAMADA DE PRODUCCION,TRITURADORA,marzo,2022
1,2022-03-09,08:22:00,11:37:00,03:15:00,TOLVAS LLENAS,CARBON,3.249999999999999,EC01-L61,EXTERNO,Sin Imputacion,Sin Area,No Especificado,Sin Clase,TOLVAS LLENAS,CARBON,marzo,2022
1,2022-03-09,08:44:00,11:06:00,02:22:00,"ATASQUE DE LA ROTATORIA DE ALIMENTACIÓN 361VR01, CON MADERA",CRUDO,2.3666666666666663,EC01-361-VR01,MINA,Sin Imputacion,PROCESO,PROCESO,EXTERNO,"ATASQUE DE LA ROTATORIA DE ALIMENTACIÓN 361VR01, CON MADERA",CRUDO,marzo,2022
1,2022-03-09,08:40:00,09:31:00,00:51:00,"BAJO FLUJO DE CALIZA, NIVEL DE LA TOLVA NO ES REAL",CEMENTO,0.850000000000001,EC01-561,OPERACION,Sin Imputacion,PROCESO,PROCESO,PROCESO,"BAJO FLUJO DE CALIZA, NIVEL DE LA TOLVA NO ES REAL",CEMENTO,marzo,2022
1,2022-03-09,13:33:00,13:51:00,00:18:00,DESALINEAMIENTO DOSIFICADORA DE MEZCLA 321BP01,CRUDO,0.29999999999999893,EC01-321-BP01-C01,MECANICO,Sin Imputacion,MECANICO,MANTENIMIENTO,PNP,DESALINEAMIENTO DOSIFICADORA DE MEZCLA 321BP01,CRUDO,marzo,2022
1,2022-03-09,13:20:00,13:35:00,00:15:00,APILADOR FUERA DE PILA,TRITURADORA,0.2499999999999991,IA01-291-AD01,OPERACION,Sin Imputacion,PROCESO,PROCESO,PROCESO,APILADOR FUERA DE PILA,TRITURADORA,marzo,2022
1,2022-03-09,15:08:00,15:37:00,00:29:00,DESALINEAMIENTO DOSIFICADORA DE MEZCLA 321BP01,CRUDO,0.4833333333333343,EC01-321-BP01-C01,MECANICO,Sin Imputacion,MECANICO,MANTENIMIENTO,PNP,DESALINEAMIENTO DOSIFICADORA DE MEZCLA 321BP01,CRUDO,marzo,2022
1,2022-03-09,18:25:00,18:43:00,00:18:00,FALLA DESVIACION DOSIFICADORA DE CALIZA,CRUDO,0.29999999999999627,EC01-321-BP02-C01,OPERACION,Sin Imputacion,PROCESO,PROCESO,PROCESO,FALLA DESVIACION DOSIFICADORA DE CALIZA,CRUDO,marzo,2022
1,2022-03-09,22:40:00,23:59:00,01:19:00,PARADA PROGRAMADA DE PRODUCCION,TRITURADORA,1.3166666666666647,IA01-211,PROGRAMA DE PRODUCCION,Sin Imputacion,PROCESO,PROCESO,PP PROCESO,PARADA PROGRAMADA DE PRODUCCION,TRITURADORA,marzo,2022
1,2022-03-09,22:14:00,23:59:00,01:45:00,AVERIA EN ARRANCADOR DEL MOTOR DEL MOLINO,CRUDO,1.7499999999999991,EC01-361-AP01,ELECTRICO,Sin Imputacion,MTTO ELECTRICO,MANTENIMIENTO,PNP,AVERIA EN ARRANCADOR DEL MOTOR DEL MOLINO,CRUDO,marzo,2022
1,2022-03-09,19:17:00,22:23:00,03:06:00,TOLVAS LLENAS,CARBON,3.0999999999999996,EC01-L61,EXTERNO,Sin Imputacion,Sin Area,No Especificado,Sin Clase,TOLVAS LLENAS,CARBON,marzo,2022
0,2022-03-09,00:00:00,02:22:00,02:22:00,SE DAÑA CPU DE CONTROLADOR DEL DOSIFICADOR DE CALIZA,CEMENTO,2.3666666666666667,EC01-521-BP01,ELECTRICO,Sin Imputacion,MTTO ELECTRICO,MANTENIMIENTO,PNP,SE DAÑA CPU DE CONTROLADOR DEL DOSIFICADOR DE CALIZA,CEMENTO,marzo,2022
0,2022-03-10,00:00:00,00:08:00,00:08:00,AVERIA EN ARRANCADOR DEL MOTOR DEL MOLINO,CRUDO,0.13333333333333333,EC01-361-AP01,ELECTRICO,Sin Imputacion,ELECTRICO,MANTENIMIENTO,PNP,AVERIA EN ARRANCADOR DEL MOTOR DEL MOLINO,CRUDO,marzo,2022
1,2022-03-10,02:56:00,05:56:00,03:00:00,TOLVAS LLENAS,CARBON,3.0,EC01-L61,EXTERNO,Sin Imputacion,Sin Area,No Especificado,Sin Clase,TOLVAS LLENAS,CARBON,marzo,2022
1,2022-03-10,03:50:00,04:42:00,00:52:00,"ATASQUE DE LA ROTATORIA DE ALIMENTACIÓN 361VR01, CON MATERIAL",CRUDO,0.8666666666666663,EC01-361-VR01,MINA,Sin Imputacion,PROCESO,PROCESO,EXTERNO,"ATASQUE DE LA ROTATORIA DE ALIMENTACIÓN 361VR01, CON MATERIAL",CRUDO,marzo,2022
1,2022-03-10,05:00:00,05:18:00,00:18:00,"ATASQUE DE LA ROTATORIA DE ALIMENTACIÓN 361VR01, CON TROZO DE MADERA",CRUDO,0.2999999999999996,EC01-361-VR01,MINA,Sin Imputacion,PROCESO,PROCESO,EXTERNO,"ATASQUE DE LA ROTATORIA DE ALIMENTACIÓN 361VR01, CON TROZO DE MADERA",CRUDO,marzo,2022
1,2022-03-10,05:32:00,20:41:00,15:09:00,MANTENIMIENTO PROGRAMADO,CEMENTO,15.150000000000002,EC01-561,MANTENIMIENTO PROGRAMADO,Sin Imputacion,MANTENIMIENTO,MANTENIMIENTO,PP,MANTENIMIENTO PROGRAMADO,CEMENTO,marzo,2022
0,2022-03-10,00:00:00,07:45:00,07:45:00,PARADA PROGRAMADA DE PRODUCCION,TRITURADORA,7.75,IA01-211,PROGRAMA DE PRODUCCION,Sin Imputacion,PROCESO,PROCESO,PP PROCESO,PARADA PROGRAMADA DE PRODUCCION,TRITURADORA,marzo,2022
1,2022-03-10,11:00:00,11:56:00,00:56:00,SE DETIENE MOLINO PARA UNA REVISION EN LA ROTATIVA 361 VR01,CRUDO,0.933333333333334,EC01-361-VR01,MANTENIMIENTO PROGRAMADO,Sin Imputacion,MANTENIMIENTO,MANTENIMIENTO,PP,SE DETIENE MOLINO PARA UNA REVISION EN LA ROTATIVA 361 VR01,CRUDO,marzo,2022
1,2022-03-10,11:39:00,15:00:00,03:21:00,TOLVAS LLENAS,CARBON,3.35,EC01-L61,EXTERNO,Sin Imputacion,Sin Area,No Especificado,Sin Clase,TOLVAS LLENAS,CARBON,marzo,2022
1,2022-03-10,14:10:00,15:11:00,01:01:00,DESALINEAMIENTO DOSIFICADORA DE MEZCLA 321BP01,CRUDO,1.0166666666666657,EC01-321-BP01-C01,MECANICO,Sin Imputacion,MECANICO,MANTENIMIENTO,PNP,DESALINEAMIENTO DOSIFICADORA DE MEZCLA 321BP01,CRUDO,marzo,2022
1,2022-03-10,15:52:00,16:11:00,00:19:00,DESALINEAMIENTO DOSIFICADORA DE MEZCLA 321BP01,CRUDO,0.3166666666666682,EC01-321-BP01-C01,MECANICO,Sin Imputacion,MECANICO,MANTENIMIENTO,PNP,DESALINEAMIENTO DOSIFICADORA DE MEZCLA 321BP01,CRUDO,marzo,2022
1,2022-03-10,23:23:00,23:59:00,00:36:00,PARADA PROGRAMADA DE PRODUCCION,TRITURADORA,0.6000000000000005,IA01-211,PROGRAMA DE PRODUCCION,Sin Imputacion,PROCESO,PROCESO,PP PROCESO,PARADA PROGRAMADA DE PRODUCCION,TRITURADORA,marzo,2022
1,2022-03-10,19:17:00,21:43:00,02:26:00,TOLVAS LLENAS,CARBON,2.43333333333333,EC01-L61,EXTERNO,Sin Imputacion,Sin Area,No Especificado,Sin Clase,TOLVAS LLENAS,CARBON,marzo,2022
1,2022-03-10,21:41:00,21:55:00,00:14:00,DISPARO DEL SOPLADOR 581VT01 ,CEMENTO,0.23333333333333517,EC01-581-VT01,ELECTRICO,Sin Imputacion,ELECTRICO,MANTENIMIENTO,PNP,DISPARO DEL SOPLADOR 581VT01 ,CEMENTO,marzo,2022
1,2022-03-11,03:22:00,04:14:00,00:52:00,"ATASQUE EN CHUTE DE DESCARGA DE LA BANDA 361BT03, CON LÁMINA DEL MOLINO",CRUDO,0.8666666666666669,EC01-361-BT03,MECANICO,Sin Imputacion,MTTO MECANICO,MANTENIMIENTO,PNP,"ATASQUE EN CHUTE DE DESCARGA DE LA BANDA 361BT03, CON LÁMINA DEL MOLINO",CRUDO,marzo,2022
1,2022-03-11,02:20:00,05:27:00,03:07:00,TOLVAS LLENAS,CARBON,3.1166666666666663,EC01-L61,EXTERNO,Sin Imputacion,Sin Area,No Especificado,Sin Clase,TOLVAS LLENAS,CARBON,marzo,2022
0,2022-03-11,00:00:00,07:19:00,07:19:00,PARADA PROGRAMADA DE PRODUCCION,TRITURADORA,7.316666666666666,IA01-211,PROGRAMA DE PRODUCCION,Sin Imputacion,PROCESO,PROCESO,PP PROCESO,PARADA PROGRAMADA DE PRODUCCION,TRITURADORA,marzo,2022
1,2022-03-11,09:14:00,10:19:00,01:05:00,PARA MOLINO POR ALTA TEMPERATURA DE ENTRADA AL MOLINO POR CABLES FLOJOS ,CARBON,1.0833333333333335,EC01-L61-MR01,ELECTRICO,Sin Imputacion,MTTO ELECTRICO,MANTENIMIENTO,PNP,PARA MOLINO POR ALTA TEMPERATURA DE ENTRADA AL MOLINO POR CABLES FLOJOS ,CARBON,marzo,2022
1,2022-03-11,13:46:00,17:30:00,03:44:00,TOLVAS LLENAS,CARBON,3.7333333333333307,EC01-L61,EXTERNO,ALTO INVENTARIO,Sin Area,No Especificado,Sin Clase,TOLVAS LLENAS,CARBON,marzo,2022
1,2022-03-11,09:08:00,13:51:00,04:43:00,MOLINO DETENIDO POR FALTA DE CALIZA EN PATIO ,CEMENTO,4.716666666666666,EC01-561,MINA,Sin Imputacion,PROCESO,PROCESO,EXTERNO,MOLINO DETENIDO POR FALTA DE CALIZA EN PATIO ,CEMENTO,marzo,2022
1,2022-03-11,16:28:00,16:47:00,00:19:00,"PARA MOLINO POR DISPARO DE VENTILADOR 581VT01,",CEMENTO,0.31666666666667087,EC01-581-VT01,ELECTRICO,Sin Imputacion,MTTO ELECTRICO,MANTENIMIENTO,PNP,"PARA MOLINO POR DISPARO DE VENTILADOR 581VT01,",CEMENTO,marzo,2022
1,2022-03-11,18:43:00,23:59:00,05:16:00,MANTENIMIENTO PROGRAMADO,TRITURADORA,5.266666666666669,IA01-211,MANTENIMIENTO PROGRAMADO,Sin Imputacion,MANTENIMIENTO,MANTENIMIENTO,PP,MANTENIMIENTO PROGRAMADO,TRITURADORA,marzo,2022
1,2022-03-12,00:46:00,05:01:00,04:15:00,TOLVAS LLENAS,CARBON,4.25,EC01-L61,EXTERNO,Sin Imputacion,Sin Area,No Especificado,Sin Clase,TOLVAS LLENAS,CARBON,marzo,2022
0,2022-03-12,00:00:00,23:59:00,23:59:00,MANTENIMIENTO PROGRAMADO,TRITURADORA,23.983333333333334,IA01-211,MANTENIMIENTO PROGRAMADO,Sin Imputacion,MANTENIMIENTO,MANTENIMIENTO,PP,MANTENIMIENTO PROGRAMADO,TRITURADORA,marzo,2022
1,2022-03-12,07:23:00,08:20:00,00:57:00,PARA MOLINO POR FALTA DE CALIZA POR ATASQUE EN DESCARGA DE TOLVA  MATERIAL APELMAZADO ,CEMENTO,0.9500000000000006,EC01-521-TY01,EXTERNO,TOLVA,Sin Area,No Especificado,Sin Clase,PARA MOLINO POR FALTA DE CALIZA POR ATASQUE EN DESCARGA DE TOLVA  MATERIAL APELMAZADO ,CEMENTO,marzo,2022
1,2022-03-12,16:11:00,16:33:00,00:22:00,DESALINEAMIENTO DOSIFICADORA DE CALIZA ,CEMENTO,0.36666666666666536,EC01-521-BP01,MECANICO,DOSIFICADOR ,MTTO MECANICO,MANTENIMIENTO,PNP,DESALINEAMIENTO DOSIFICADORA DE CALIZA ,CEMENTO,marzo,2022
1,2022-03-12,13:35:00,18:20:00,04:45:00,TOLVAS LLENAS,CARBON,4.749999999999999,EC01-L61,EXTERNO,ALTO INVENTARIO,Sin Area,No Especificado,Sin Clase,TOLVAS LLENAS,CARBON,marzo,2022
1,2022-03-12,19:58:00,22:00:00,02:02:00,TOLVAS LLENAS,CARBON,2.033333333333334,EC01-L61,EXTERNO,ALTO INVENTARIO,Sin Area,No Especificado,Sin Clase,TOLVAS LLENAS,CARBON,marzo,2022
1,2022-03-12,19:53:00,20:04:00,00:11:00,TEMPERATURA DE SALIDA BAJA ,CRUDO,0.18333333333333535,EC01-361,OPERACION,Sin Imputacion,PROCESO,PROCESO,PROCESO,TEMPERATURA DE SALIDA BAJA ,CRUDO,marzo,2022
1,2022-03-13,01:16:00,01:26:00,00:10:00,BAJO INVENTARIO DE CARBON GRUESO POR ATASQUE EN DESCARGA DE TOLVA AUXILIAR,CARBON,0.16666666666666674,EC01-L61,EXTERNO,Sin Imputacion,Sin Area,No Especificado,Sin Clase,BAJO INVENTARIO DE CARBON GRUESO POR ATASQUE EN DESCARGA DE TOLVA AUXILIAR,CARBON,marzo,2022
0,2022-03-13,00:00:00,23:59:00,23:59:00,MANTENIMIENTO PROGRAMADO,TRITURADORA,23.983333333333334,IA01-211,MANTENIMIENTO PROGRAMADO,Sin Imputacion,MANTENIMIENTO,MANTENIMIENTO,PP,MANTENIMIENTO PROGRAMADO,TRITURADORA,marzo,2022
1,2022-03-13,09:46:00,13:40:00,03:54:00,SILO DE HARINA LLENO,CRUDO,3.899999999999998,EC01-361,EXTERNO,ALTO INVENTARIO,Sin Area,No Especificado,Sin Clase,SILO DE HARINA LLENO,CRUDO,marzo,2022
1,2022-03-13,07:48:00,12:01:00,04:13:00,TOLVAS LLENAS,CARBON,4.216666666666667,EC01-L61,EXTERNO,ALTO INVENTARIO,Sin Area,No Especificado,Sin Clase,TOLVAS LLENAS,CARBON,marzo,2022
1,2022-03-13,15:00:00,15:10:00,00:10:00,BAJA TEMPERATURA DE SALIDA DE MOLINO ,CARBON,0.16666666666666607,EC01-L61,OPERACION,Sin Imputacion,PROCESO,PROCESO,PROCESO,BAJA TEMPERATURA DE SALIDA DE MOLINO ,CARBON,marzo,2022
1,2022-03-13,21:30:00,23:59:00,02:29:00,BAJO INVENTARIO DE CALIZA,CEMENTO,2.4833333333333325,EC01-561,MINA,Sin Imputacion,PROCESO,PROCESO,EXTERNO,BAJO INVENTARIO DE CALIZA,CEMENTO,marzo,2022
1,2022-03-13,20:08:00,22:00:00,01:52:00,SILO DE HARINA LLENO,CRUDO,1.8666666666666654,EC01-361,EXTERNO,Sin Imputacion,Sin Area,No Especificado,Sin Clase,SILO DE HARINA LLENO,CRUDO,marzo,2022
1,2022-03-13,21:25:00,22:28:00,01:03:00,TOLVAS LLENAS,CARBON,1.0499999999999963,EC01-L61,EXTERNO,Sin Imputacion,Sin Area,No Especificado,Sin Clase,TOLVAS LLENAS,CARBON,marzo,2022
0,2022-03-14,00:00:00,23:18:00,23:18:00,MONITOREO DE CONSUMO ELECTRICO,CEMENTO,23.3,EC01-561,EXTERNO,Sin Imputacion,Sin Area,No Especificado,Sin Clase,MONITOREO DE CONSUMO ELECTRICO,CEMENTO,marzo,2022
0,2022-03-14,00:00:00,03:40:00,03:40:00,TOLVAS LLENAS,CARBON,3.666666666666666,EC01-L61,EXTERNO,Sin Imputacion,Sin Area,No Especificado,Sin Clase,TOLVAS LLENAS,CARBON,marzo,2022
0,2022-03-14,00:00:00,16:17:00,16:17:00,SILO DE HARINA LLENO,CRUDO,16.283333333333335,EC01-361,EXTERNO,Sin Imputacion,Sin Area,No Especificado,Sin Clase,SILO DE HARINA LLENO,CRUDO,marzo,2022
1,2022-03-14,05:28:00,05:40:00,00:12:00,"PICO DE TEMPERATURA ALTA A LA ENTRADA DEL MOLINO, FALLA DE INSTRUMENTO",CARBON,0.20000000000000062,EC01-L61-MR01,ELECTRICO,Sin Imputacion,MTTO ELECTRICO,MANTENIMIENTO,PNP,"PICO DE TEMPERATURA ALTA A LA ENTRADA DEL MOLINO, FALLA DE INSTRUMENTO",CARBON,marzo,2022
0,2022-03-14,00:00:00,12:14:00,12:14:00,MANTENIMIENTO PROGRAMADO,TRITURADORA,12.233333333333333,IA01-211,MANTENIMIENTO PROGRAMADO,Sin Imputacion,MANTENIMIENTO,MANTENIMIENTO,PP,MANTENIMIENTO PROGRAMADO,TRITURADORA,marzo,2022
1,2022-03-14,07:46:00,07:49:00,00:03:00,ALTA TEMPERATURA SALIDA DEL MOLINO,CARBON,0.04999999999999982,EC01-L61,OPERACION,Sin Imputacion,PROCESO,PROCESO,PROCESO,ALTA TEMPERATURA SALIDA DEL MOLINO,CARBON,marzo,2022
1,2022-03-14,18:51:00,20:56:00,02:05:00,"PARO DE HORNO, CORTE DE ENERGIA",CRUDO,2.0833333333333313,EC01-361,EXTERNO,Sin Imputacion,EXTERNO,EXTERNO,EXTERNO,"PARO DE HORNO, CORTE DE ENERGIA",CRUDO,marzo,2022
1,2022-03-14,18:57:00,22:08:00,03:11:00,"PARO DE HORNO, CORTE DE ENERGIA",CARBON,3.1833333333333327,EC01-L61,EXTERNO,Sin Imputacion,EXTERNO,EXTERNO,EXTERNO,"PARO DE HORNO, CORTE DE ENERGIA",CARBON,marzo,2022
1,2022-03-14,19:00:00,20:00:00,01:00:00,CORTE DE ENERGIA,HORNO,1.0000000000000018,EC01-421,EXTERNO,Sin Imputacion,EXTERNO,EXTERNO,EXTERNO,CORTE DE ENERGIA,HORNO,marzo,2022
1,2022-03-14,17:15:00,23:59:00,06:44:00,PARADA PROGRAMADA DE PRODUCCION,TRITURADORA,6.733333333333333,IA01-211,PROGRAMA DE PRODUCCION,Sin Imputacion,PROCESO,PROCESO,PP PROCESO,PARADA PROGRAMADA DE PRODUCCION,TRITURADORA,marzo,2022
0,2022-03-15,00:00:00,07:52:00,07:52:00,PARADA PROGRAMADA DE PRODUCCION,TRITURADORA,7.866666666666667,IA01-211,PROGRAMA DE PRODUCCION,Sin Imputacion,PROCESO,PROCESO,PP PROCESO,PARADA PROGRAMADA DE PRODUCCION,TRITURADORA,marzo,2022
1,2022-03-15,07:26:00,07:55:00,00:29:00,TOLVAS LLENAS,CARBON,0.48333333333333295,EC01-L61,EXTERNO,ALTO INVENTARIO,Sin Area,No Especificado,Sin Clase,TOLVAS LLENAS,CARBON,marzo,2022
1,2022-03-15,09:27:00,16:08:00,06:41:00,MANTENIMIENTO PROGRAMADO,CARBON,6.683333333333332,EC01-L61,MANTENIMIENTO PROGRAMADO,Sin Imputacion,MANTENIMIENTO,MANTENIMIENTO,PP,MANTENIMIENTO PROGRAMADO,CARBON,marzo,2022
1,2022-03-15,10:50:00,22:50:00,12:00:00,FALTA PILA DE PREHOMO ,CRUDO,11.999999999999998,EC01-361,MINA,FALTA DE SUMINISTRO DE ABASTOS,PROCESO,PROCESO,EXTERNO,FALTA PILA DE PREHOMO ,CRUDO,marzo,2022
1,2022-03-15,19:47:00,20:10:00,00:23:00,ALTA TEMPERATURA SALIDA DEL MOLINO,CARBON,0.38333333333333197,EC01-L61,OPERACION,Sin Imputacion,PROCESO,PROCESO,PROCESO,ALTA TEMPERATURA SALIDA DEL MOLINO,CARBON,marzo,2022
1,2022-03-15,22:44:00,23:59:00,01:15:00,PARADA PROGRAMADA DE PRODUCCION,TRITURADORA,1.2499999999999982,IA01-211,PROGRAMA DE PRODUCCION,Sin Imputacion,PROCESO,PROCESO,PP PROCESO,PARADA PROGRAMADA DE PRODUCCION,TRITURADORA,marzo,2022
0,2022-03-16,00:00:00,07:36:00,07:36:00,PARADA PROGRAMADA DE PRODUCCION,TRITURADORA,7.6,IA01-211,PROGRAMA DE PRODUCCION,Sin Imputacion,PROCESO,PROCESO,PP PROCESO,PARADA PROGRAMADA DE PRODUCCION,TRITURADORA,marzo,2022
1,2022-03-16,01:20:00,01:43:00,00:23:00,"ALTA VIBRACION, POR FALLA EN DOSIFICADORA",CARBON,0.38333333333333364,EC01-L61,OPERACION,Sin Imputacion,PROCESO,PROCESO,PROCESO,"ALTA VIBRACION, POR FALLA EN DOSIFICADORA",CARBON,marzo,2022
1,2022-03-16,05:11:00,20:14:00,15:03:00,MANTENIMIENTO PROGRAMADO,CRUDO,15.05,EC01-361,MANTENIMIENTO PROGRAMADO,Sin Imputacion,MANTENIMIENTO,MANTENIMIENTO,PP,MANTENIMIENTO PROGRAMADO,CRUDO,marzo,2022
1,2022-03-16,11:40:00,11:55:00,00:15:00,ALTA TEMPERATURA SALIDA DEL MOLINO,CARBON,0.2499999999999991,EC01-L61,OPERACION,Sin Imputacion,PROCESO,PROCESO,PROCESO,ALTA TEMPERATURA SALIDA DEL MOLINO,CARBON,marzo,2022
1,2022-03-16,12:11:00,12:17:00,00:06:00,"PARA MOLINO POR FALLA DE VALVULA DE PASO DE HIDRAULICO DE RODILLO, PERSONAL TRABAJANDON EN CUARTO HIDRAULICO ",CARBON,0.09999999999999964,EC01-L61-EL02,EXTERNO,Sin Imputacion,Sin Area,No Especificado,Sin Clase,"PARA MOLINO POR FALLA DE VALVULA DE PASO DE HIDRAULICO DE RODILLO, PERSONAL TRABAJANDON EN CUARTO HIDRAULICO ",CARBON,marzo,2022
1,2022-03-16,15:38:00,17:14:00,01:36:00,PARA MOLINO PARA DESOCUPAR FILTRO PRINCIPAL  561FT03,CEMENTO,1.5999999999999996,EC01-561-FT03,OPERACION,FILTRO,PROCESO,PROCESO,PROCESO,PARA MOLINO PARA DESOCUPAR FILTRO PRINCIPAL  561FT03,CEMENTO,marzo,2022
1,2022-03-16,17:20:00,17:28:00,00:08:00,ALTA TEMPERATURA SALIDA DEL MOLINO,CARBON,0.13333333333333286,EC01-L61,OPERACION,Sin Imputacion,PROCESO,PROCESO,PROCESO,ALTA TEMPERATURA SALIDA DEL MOLINO,CARBON,marzo,2022
1,2022-03-16,09:15:00,10:30:00,01:15:00,"SE SUBE POTENCIA TRITURADORA , MATERIAL HUMEDO",TRITURADORA,1.2499999999999996,IA01-211,MINA,Sin Imputacion,PROCESO,PROCESO,EXTERNO,"SE SUBE POTENCIA TRITURADORA , MATERIAL HUMEDO",TRITURADORA,marzo,2022
1,2022-03-16,22:10:00,22:38:00,00:28:00,SE SALE APILADOR DE PILA,TRITURADORA,0.466666666666665,IA01-211,OPERACION,Sin Imputacion,PROCESO,PROCESO,PROCESO,SE SALE APILADOR DE PILA,TRITURADORA,marzo,2022
1,2022-03-16,22:55:00,23:59:00,01:04:00,PARADA PROGRAMADA DE PRODUCCION,TRITURADORA,1.0666666666666655,IA01-211,PROGRAMA DE PRODUCCION,Sin Imputacion,PROCESO,PROCESO,PP PROCESO,PARADA PROGRAMADA DE PRODUCCION,TRITURADORA,marzo,2022
1,2022-03-17,03:24:00,03:36:00,00:12:00,ALTA VIBRACION VENTILADOR 361VE03,CEMENTO,0.19999999999999996,EC01-561-VE03,EXTERNO,Sin Imputacion,Sin Area,No Especificado,Sin Clase,ALTA VIBRACION VENTILADOR 361VE03,CEMENTO,marzo,2022
1,2022-03-17,03:21:00,05:53:00,02:32:00,"DESALINEAMIENTO ELEVADOR 391EC01, FUERTE LLUVIA",CRUDO,2.533333333333333,EC01-391-EC01,MECANICO,Sin Imputacion,MTTO MECANICO,MANTENIMIENTO,PNP,"DESALINEAMIENTO ELEVADOR 391EC01, FUERTE LLUVIA",CRUDO,marzo,2022
1,2022-03-17,17:00:00,17:38:00,00:38:00,ALTA TEMPERATURA ACEITE COMPRESOR BOMBA FULLER,CARBON,0.6333333333333311,EC01-L91-SR01-M01,MECANICO,Sin Imputacion,MTTO MECANICO,MANTENIMIENTO,PNP,ALTA TEMPERATURA ACEITE COMPRESOR BOMBA FULLER,CARBON,marzo,2022
1,2022-03-17,20:05:00,21:18:00,01:13:00,CAMBIO DE PILA DE PREHOMO,CRUDO,1.2166666666666703,EC01-361,OPERACION,Sin Imputacion,PROCESO,PROCESO,PROCESO,CAMBIO DE PILA DE PREHOMO,CRUDO,marzo,2022
1,2022-03-17,23:46:00,23:59:00,00:13:00,TOLVAS LLENAS ,CARBON,0.21666666666666856,EC01-L61,EXTERNO,Sin Imputacion,Sin Area,No Especificado,Sin Clase,TOLVAS LLENAS ,CARBON,marzo,2022
1,2022-03-17,22:49:00,23:59:00,01:10:00,PARADA PROGRAMADA DE PRODUCCION,TRITURADORA,1.1666666666666679,IA01-211,PROGRAMA DE PRODUCCION,Sin Imputacion,PROCESO,PROCESO,PP PROCESO,PARADA PROGRAMADA DE PRODUCCION,TRITURADORA,marzo,2022
